Nom;Ville;Note Google;Nombre d'avis;Téléphone;Email;Site Web;Adresse;Code Postal;Place ID
MC2 RÉNOVATION- Tous travaux de rénovation;Paris;"5,0";20;06 69 54 15 89;mc2.renovation@hotmeil.com;http://www.mc2renovation.fr/;"7 Rue Scheffer, 75116 Paris";75116;0x47e66ffc3ac5855b:0x69219dd367666e86
Belmard Batiment;Paris;"4,8";131;01 70 94 98 06;belmard.batiment@gmail.com;https://www.belmard-batiment.fr/?utm_source=gmb;"30 Rue Belgrand, 75020 Paris";75020;0x47e66d1e06e2ccab:0xc717ac1cf8caeab6
Kabrenovation;Paris;"4,9";104;06 68 70 00 05;03Emailkabrenovation.contact@gmail.com;https://www.kabrenovation.fr/;;;0x532ecf707ba2ff7:0x229fc9d81392f74e
Entreprise de bâtiment ALINO Paris - Rénovation Appartement- Peinture Plombier Electricité;Paris;"5,0";46;01 70 60 75 19;help@partoo.fr;https://batimentalino.fr/fr;"10 Rue du Colisée, 75008 Paris";75008;0x47e66fc493c974e9:0x4ff386ef98625c22
HERCULES RENOVATION;Paris;"4,5";96;01 43 68 23 30;contact@herculesrenovation.fr;http://herculesrenovation.fr/?utm_source=gmb&utm_medium=referral;"10 Rue du Général Leclerc, 94220 Charenton-le-Pont";94220;0x43c35dfef38007f3:0xf6548dc18fcf5284
Vision Batiments – Entreprise Générale du Bâtiment (Rénovation – Plomberie – Électricité – DPE );Paris;"5,0";53;01 89 70 12 91;contact@visionbatiments.com;https://visionbatiments.com/;"58 Rue de Monceau, 75008 Paris";75008;0x47e66d173b7e27b1:0x4a368a43257bd7c6
Costaud Renovation Paris;Paris;"5,0";45;01 84 60 60 11;louis@costaudrenovation.com;https://www.costaudrenovation.com/;"18 Rue Taylor, 75010 Paris";75010;0x47e67b410d5dbc97:0xdc7377009bbcf66
Bati Renov';Paris;"4,6";229;01 42 62 01 01;contact@batirenov-paris.fr;http://batirenov-paris.fr/;"110 Rue Championnet, 75018 Paris";75018;0x47e66e588fd30c4f:0xf12b38d479cc2377
AM Groupe - entreprise générale de rénovation intérieure;Paris;"4,8";25;07 63 18 70 70;g.harizanova@amgroupe.eu;http://www.amgroupe.eu/;"221 Rue La Fayette, 75010 Paris";75010;0x47e66e76909c0001:0x2c6a8689fb00bf68
MDSN;Paris;"4,8";25;07 63 18 70 70;g.harizanova@amgroupe.eu;http://www.amgroupe.eu/;"221 Rue La Fayette, 75010 Paris";75010;0x47e672792ae704ed:0xa687cc9d096cafdb
Renov Maison;Marseille;"4,3";39;04 91 86 39 00;renovmaison@yahoo.fr;http://www.renov-maison-marseille.fr/?utm_source=gmb;"54 Bd de la Blancarde, 13004 Marseille";13004;0x12c9bf6697814a97:0xa9361182f5a211e7
Alliance Groupes Construction - Maçonnerie & Rénovation;Marseille;"5,0";31;06 50 56 23 56;contact@alliance-groupes.fr;http://www.alliance-groupes.fr/;"113 Av. des Olives, 13013 Marseille";13013;0x12c9be4d1120d7c1:0xd14076e94d8d5d38
De Freitas et Fils (SARL);Marseille;"4,7";25;04 91 63 09 75;contact@defreitas-et-fils.com;http://www.defreitas-et-fils.com/;"171 Av. du Merlan, 13014 Marseille";13014;0x12c9bfe592e46c29:0xaec2ff3fff08f5c0
"Maçonnerie, peintre, escalier, rénovation Asiti Artisan EURL";Marseille;"5,0";44;07 83 31 88 06;asiti.artisan@gmail.com;https://asitiartisan.fr/;;;0x12c9c1a26ece7d25:0x495e2e453a8e6612
ALP Construction®️ LYON - Maçonnerie - Plâtrerie - Rénovation - Enduit Façade - Isolation Extérieur RGE;Lyon;"5,0";15;07 74 91 99 24;devis@alp-construction.fr;https://www.alp-construction.fr/;;;0x8ffe2f6e7d79aedd:0x9e8c9445e0874938
Lyon Maçonnerie;Lyon;"4,8";12;06 59 27 55 63;lyonmaconnerie@gmail.com;https://www.lyon-maconnerie.fr/;"19 All. du Mont Lory, 69230 Saint-Genis-Laval";69230;0x47f4e948e21d1b3d:0xe8ff9e15d5b4019e
Le Dain Concept Renovation;Lyon;"4,8";76;04 88 91 94 34;contact@ledainconceptrenovation.fr;https://www.ledainconceptrenovation.fr/;"116 Rue Bossuet, 69006 Lyon";69006;0x47f4c036d4d6fb9b:0xafaf21566ae7f6d
CONFIANCE TRAVAUX;Lyon;"4,8";76;04 88 91 94 34;contact@ledainconceptrenovation.fr;https://www.ledainconceptrenovation.fr/;"116 Rue Bossuet, 69006 Lyon";69006;0x47f4eb3a2af7105b:0xdbfbeb3c3bf626c3
Maçonnerie Rodrigues;Lyon;"4,8";76;04 88 91 94 34;contact@ledainconceptrenovation.fr;https://www.ledainconceptrenovation.fr/;"116 Rue Bossuet, 69006 Lyon";69006;0x47f4c0c2ef7c3305:0xa1a9ce33b4b822ee
Maçon Vénissieux 69;Lyon;"4,8";76;04 88 91 94 34;contact@ledainconceptrenovation.fr;https://www.ledainconceptrenovation.fr/;"116 Rue Bossuet, 69006 Lyon";69006;0x47f4c3b2d82b0257:0x3a53cc082f9c0f19
rive gauche renovation;Lyon;"4,6";11;06 63 54 85 64;mp@rgrenov.com;http://www.rgrenov.com/;"73 Rue François Mermet, 69160 Tassin-la-Demi-Lune";69160;0x47f4ed9a7dc16aa9:0xcfc7d2c49425e7cb
Novia Construction - Rénovation des appartements et maisons à Lyon;Lyon;"4,8";47;06 64 75 11 23;contact@noviaconstruction.fr;http://www.noviaconstruction.fr/;"25 Rue Michel Félizat, 69007 Lyon";69007;0x12b6af82fed93599:0xce802c5110f024c6
KS RENOVATION LYON;Lyon;"5,0";13;07 81 36 45 18;ksgrouperenov@gmail.com;https://renovation-appartement-m-6uc8zu6.gamma.site/;"6 Rue de la Corderie, 69009 Lyon";69009;0x8ccdea415c09b71:0xac382f939b16944d
3C Batiment;Lyon;"5,0";16;06 58 10 16 85;contact@3cbatiment.com;http://www.facebook.com/3cbatiment;"10 Chemin de St Gobain, 69190 Saint-Fons";69190;0x47f4e9a323cd66ad:0x83c70dbd5f8a0629
RS BAT - Rénovation & Solutions Bâtiment RGE;Lyon;"4,8";11;06 09 10 45 82;contact@rsbat.fr;https://www.rsbat.fr/;"63 Rue des Martyrs de la Résistance, 69200 Vénissieux";69200;0x47f4c35d8a923fb7:0x7bda93f8215099d7
Eurl entreprise de maçonnerie Anthony Ymain;Lyon;"5,0";14;06 16 36 05 77;anthony.ymain@hotmail.fr;https://ymain-maconnerie.fr/?utm_source=gmb;"37 Rue Paul Bovier Lapierre Immeuble OCW, 69530 Brignais";69530;0x47f4eff768c937a7:0x36f96e21e5a29b68
best travaux renovation Lyon;Lyon;"4,6";46;06 95 92 58 60;info@your-domain.com;http://best-travaux-renovation.fr/;"131 Rue de Créqui, 69006 Lyon";69006;0x47f4c5ba2f837a8b:0x573357f27ac56763
La Maison Des Travaux;Lyon;"4,8";66;06 11 46 57 23;contact@lamaisondestravaux.com;https://lyon9.lamaisondestravaux.com/;"21 Quai Arloing, 69009 Lyon";69009;0x47f4eb769f8a0975:0x4b89036516e9ca2
SC BAT;Lyon;"5,0";49;04 72 79 02 10;secretariat@valentin-sa.com;https://www.entreprise-sc-bat.fr/;"6 Rue Jean Rostand, 69740 Genas";69740;0x47f4c7b6031dcdf5:0xa7550b55cd2888fa
E.G. BAT'- Extension de maisons clé en main;Lyon;"5,0";48;06 98 34 13 78;pro.granger@hotmail.com;http://construction-maison-granger.com/;"3 Rue Laurent Mourguet, 69740 Genas";69740;0x47f4c66d6f20da41:0x3423576e3fd89f6a
"Rénovation PETROSYAN : Entreprise de peinture lyon , travaux de renovation appartement lyon";Lyon;"5,0";10;07 69 96 36 85;petrosyanrenovation94@gmail.com;http://www.renovation-petrosyan.fr/;"88 Rue de la Garenne, 69005 Lyon";69005;0x65d95874079cb401:0xa26d4a409edf05c1
Lyon Travaux;Lyon;"4,9";153;07 66 64 55 27;contact@lyontravaux.com;http://www.lyontravaux.fr/;"10 Bis Chemin de St Gobain, 69190 Saint-Fons";69190;0x47f4c1c7cc855555:0x5893d3478bcd32d4
MAPLOBAT;Lyon;"5,0";10;06 58 08 98 70;contact@maplobat.com;http://www.maplobat.com/;"2 Chem. de Chasse, 69600 Oullins-Pierre-Bénite";69600;0x47f4e9198e32871d:0xfe78164278e3e8cd
Entreprise du bâtiment tout corps d'état - MBC Construction;Toulouse;"4,9";54;06 95 99 45 94;contact@mbcconstruction.fr;https://mbcconstruction.fr/;"27 Chem. de Nicol, 31200 Toulouse";31200;0x12aebdbbac06b003:0xfd4e6e451ae25fb5
Maçon Toulouse - Bâti HALLI;Toulouse;"5,0";51;06 61 80 47 45;contact@batihalli.fr;http://www.batihalli.fr/;;;0x8222f779546cf93b:0xbbe15eda0ba60901
MTSO;Toulouse;"4,8";26;07 67 28 01 20;mtsocontact@gmail.com;https://www.mtso.fr/;"4 Chem. du Chapitre, 31100 Toulouse";31100;0x12aeb1f6ba0bd2af:0xa6af2ef0f0052dda
Umc Bâtiment;Toulouse;"4,7";41;06 68 61 92 22;umcbatiment@gmail.com;https://www.umcbatiment.fr/;;;0x12aea3337ed9cba5:0x7e6e15b4a02bf490
Entreprise Coelho;Toulouse;"4,1";16;05 61 20 88 18;coelho.jf@wanadoo.fr;http://maconnerie-coelho-toulouse.fr/;"101 Av. Camille Pujol, 31500 Toulouse";31500;0x12aebceda2ebbf29:0xa130f0d7478ff684
PNR CONSTRUCTION - Projets neuf et rénovation;Toulouse;"5,0";23;06 13 19 31 98;contact@pnrconstruction.fr;https://www.pnrconstruction.fr/;"301 Rte de Launaguet, 31200 Toulouse";31200;0x12aea5f9d7eeeae9:0xbf721b9f30603dac
CA RENOVATION Toulouse - Artisans - Rénovation appartement et maison;Toulouse;"4,9";138;06 76 31 27 48;contact@ca-renovation-toulouse.fr;http://www.ca-renovation-toulouse.fr/;"Av. de Fronton, 31200 Toulouse";31200;0x12aea4bd2745269d:0x8706982448f8916d
PRIMO TRAVAUX;Toulouse;"4,9";58;05 61 44 02 80;primoenergie@gmail.com;http://www.primotravaux.fr/;"8 Rue André Clou, 31100 Toulouse";31100;0x678994d362f1c875:0xa79a6b6dd2c1b176
"Le coin des artisans - Maître d'œuvre Toulouse, Architecte d'intérieur et Courtier en travaux.";Toulouse;"5,0";16;06 72 28 00 86;contact@coindesartisans.fr;https://www.coindesartisans.com/;"9 Chem. Dortis, 31200 Toulouse";31200;0x8196e2ea9988abc9:0x1f6f00b30fe1af2b
"MA Concept, Maitre d'oeuvre en construction et rénovation à Toulouse";Toulouse;"4,9";87;05 34 25 02 31;contact@maconcept.fr;http://www.maconcept.fr/;"43 Rte d'Albi, 31180 Rouffiac-Tolosan";31180;0x12aebd3d8624844d:0x24bda28ff8f594d8
TACT maçonnerie rénovation;Toulouse;"5,0";14;06 89 41 51 05;entreprise.tact@gmail.com;http://tact-maconnerie-renovation.com/;"3 Chem. de Borde Basse Pélissier, 31590 Lavalette";31590;0x12ae99be2b48114d:0x6d101f6d1607fef9
Artisans-Réno - Entreprise de rénovation sur Toulouse;Toulouse;"4,8";570;07 64 15 64 00;contact@artisans-reno.fr;https://www.artisans-reno.fr/;;;0x12ae92abc9689fff:0x5faaaf3ba1076b16
SARL Vilar;Toulouse;"4,5";50;05 34 39 25 16;vilarsarl@gmail.com;https://www.facebook.com/VILARSARL/?utm_source=gmb;"16 Rue Raymond Grimaud, 31700 Blagnac";31700;0x12aea55af294137b:0x9a4c78cd6ae17fc6
AMSERV : Services Entretien Rénovation;Toulouse;"5,0";13;06 81 58 00 47;amserve31@gmail.com;http://www.amserv31.fr/;"7 Rue du Dix Avril, 31500 Toulouse";31500;0x12aebd2abc638eef:0xa4595281faa73963
M.A.S Batiment;Toulouse;"4,5";56;06 65 20 07 78;contact@etre-visible.local.fr;https://www.masbatiment.fr/;"14 All. de Sisteron, 31770 Colomiers";31770;0x12aeb1af9065531b:0x73c13b12c62e046a
DV Bâtiment;Toulouse;"5,0";32;07 71 18 02 50;contact@dv-batiment.fr;http://www.dv-batiment.fr/;"20 Rue Georges Brassens, 31320 Castanet-Tolosan";31320;0x12aebe47022df71b:0x10e37064e9271c85
MGB - Maçonnerie Générale Begué à Castanet-Tolosan;Toulouse;"5,0";12;06 65 24 46 48;pierrefrancois.begue@gmail.com;https://www.mgb-maconnerie-generale-batiment.fr/;"5 Imp. des Fontanelles, 31320 Castanet-Tolosan";31320;0x12aebe486ef876f7:0xcf4b644fa31e668b
Kabral Rénovation;Toulouse;"5,0";14;05 62 86 45 19;kabral-renovation@outlook.fr;https://www.kabralrenovation.com/;"82 Bd Jean Brunhes, 31300 Toulouse";31300;0x12aebb0e78e574f1:0x6a895c35bb96954c
Experts et spécialistes en rénovation maison et bâtiment tous corps d’état – SAS JNL construction et aménagement Toulouse;Toulouse;"5,0";34;06 17 62 48 87;contact@sasjnl.com;https://sasjnl.com/;"177 Chem. de Tournefeuille, 31300 Toulouse";31300;0x12aebb42ac40b0b1:0x6cbc213888584ded
4N Construction;Toulouse;"5,0";14;05 61 34 03 29;contact@4nconstruction.fr;https://www.4nconstruction.fr/;"35 Rue Paule Raymondis, 31200 Toulouse";31200;0x12aea2dbe598b489:0x6b9954f64a5c51d
A.C.E.S;Toulouse;"5,0";21;;aces.btp@gmail.com;https://www.surelevation-renovation-toulouse.fr/;"4 Rue Legrand, 31140 Pechbonnieu";31140;0x12aea3848ff4c141:0x26a515b2c1614658
nice maçonnerie;Nice;"4,9";92;;esbbatiments@gmail.com;http://06maconnerie.fr/;"119 Av. de la Californie, 06200 Nice";06200;0x12cdd044c9e192db:0x9d5491cb29097078
NEXUS entreprise de maçonnerie générale et tous travaux de rénovation.;Nice;"4,9";39;07 49 75 63 52;realnexus3@gmail.com;https://www.realnexus.fr/;;;0x12cdd191d0dd9ea7:0x66755f4c36e13a32
GEPM ENTREPRISE RÉNOVATION NICE;Nice;"4,9";113;06 15 01 35 07;hammou.mickael@gmail.com;https://gepm-renovation.fr/;"13 Rue Guiglia, 06000 Nice";06000;0x12cdd00eee982de7:0xaf310806a250c369
SEVOL Rénovation;Nice;"5,0";32;07 56 88 44 65;contact@sevol.fr;https://sevolrenovation.fr/;"37 Bd Dubouchage, 06000 Nice";06000;0x12cddb8e199dc2c1:0x2406cd33d11c389a
Ferre Bâtiment;Nice;"4,1";13;06 60 87 64 43;jcf@fbt.fr;https://fbt.fr/;"27 Bd de l'Ariane, 06300 Nice";06300;0x12cdc51402c0c781:0x675780b1723bf51e
NovaRenovAzur - Maçonnerie générale & Rénovation totale;Nice;"5,0";10;07 82 75 79 52;novarenovazur@gmail.com;https://www.novarenovazur.fr/;"45 Bd du Tzarewitch, 06000 Nice";06000;0xa7b69ae5c4d7c7db:0x8260045fb3267243
Compagnons & Renovation;Nice;"4,8";67;06 61 07 20 37;contact@vultr.com;https://nicerenovation.fr/;"2 Rue de Rivoli, 06000 Nice";06000;0x12cdd10f9e7f395b:0x23cf7e8c480a68b6
Côte d'Azur Bâtiment;Nice;"5,0";138;04 89 14 84 87;contact@cotedazurbatiment.fr;https://cotedazurbatiment-nice.fr/;"37 Rue Vernier, 06000 Nice";06000;0x12cdd006c6445f5f:0x1bf1d8b911a7c45d
Nice Rénovation - Travaux de rénovation - Peinture Plomberie Électricité;Nice;"5,0";27;06 20 02 86 01;ibrabati06@gmail.com;https://nice06-renovation.com/;"2 bis Rue Boyer, 06300 Nice";06300;0x4f0d8a8a5eb5a227:0xe4f6d8401702276c
CHIAPPI Entreprise de Rénovation à Nice;Nice;"4,8";44;06 09 88 67 54;contact@chiappi.net;https://www.chiappi.net/;"172 bis Av. de la Californie, 06200 Nice";06200;0x48e2c9f6e44e9041:0x429b5cf44b2b9f0d
Menghetti Patrick;Nice;"4,8";18;06 14 89 79 67;contact@menghetti-carrelage.fr;http://www.menghetti-carrelage.fr/;"92 Cor André de Joly, 06300 Nice";06300;0x12cddbc30aa27e5b:0xfcd7e3dade110043
Tourrette-Renov';Nice;"5,0";40;06 10 16 36 55;contact@tourrette-renov.fr;https://www.tourrette-renov.fr/;"133 Av. Sainte-Marguerite, 06200 Nice";06200;0x12cdd1078568886b:0x66a51da77acd10d4
Nice Travaux Rénovation;Nice;"4,7";114;06 33 63 18 67;nicetravauxrenovation@gmail.com;https://nicetravauxrenovation.fr/;"25 Av. Joseph Giordan bt C1, 06200 Nice";06200;0x12cdd19bc978e5ff:0xd0d2eaed526ebd03
REAL INTERIOR | Construction & Rénovation | Nice;Nice;"4,8";29;06 47 14 44 27;contact@realinterior.fr;http://www.realinterior.fr/;"167 Prom. des Anglais, 06200 Nice";06200;0x4f5d2dc7452fb1a5:0x10332ec3686d4787
AZUR RENOV 06;Nice;"4,8";83;06 08 09 60 25;contact@azurrenov06.com;https://www.azurenov06.com/;"37 Bd de Riquier, 06300 Nice";06300;0x12cddac91a6d283f:0xd52aea5d80fe0d38
MRCB Rénovation - Entreprise de rénovation appartement - ravalement de façade - Rénovation 06 - Devis travaux;Nice;"4,9";37;04 93 28 82 33;contact@mrcb.fr;https://mrcb.fr/;"14 Bd Risso, 06000 Nice";06000;0x12cdcfaa9aea348d:0x2b0bfc34926fdb77
MEYER - XMUR Maçonnerie Nantes;Nantes;"5,0";80;09 82 60 85 10;magali@entreprisemeyer.fr;http://www.entreprisemeyer.fr/;"boulevard du, Bd Général Pierre Koenig 8 ter, 44100 Nantes";44100;0x4805eb08a708180b:0xbee7afadb7d8d60f
Ocordo Travaux - Entreprise de rénovation à Nantes;Nantes;"4,5";167;02 51 84 18 24;jean@ocordo-travaux.fr;https://www.ocordo-travaux.fr/agences/nantes/;"11 All. de l'Île Gloriette, 44000 Nantes";44000;0x4805ec1d232d3ae7:0x10a23dc1d980bca7
VERTLUX CONSTRUCTION;Nantes;"4,7";15;06 63 98 92 28;vertluxconstruction@gmail.com;https://www.vertlux-construction.fr/;"Impasse de la Galimondaine, 44830 Rezé";44830;0x2e5f555efbb99ded:0x49e11459feaebdae
Maçonnerie Neuf & Rénovation Entreprise Bourban Maxime;Nantes;"5,0";14;02 40 04 15 54;url.bourban.d@gmail.com;https://www.maconnerie-bourban.com/;"57 Rue de la Pierre Anne, 44340 Bouguenais";44340;0x4805ebcd5cf95ce5:0x2c5421cb0d654f1
Sarl Luso Maconnerie;Nantes;"5,0";49;06 68 39 06 10;lusomaconnerie44@gmail.com;https://www.facebook.com/profile.php?id=100057923452975;"26 Rue d'Aquitaine, 44230 Saint-Sébastien-sur-Loire";44230;0x4805e8cbb1596171:0x830119dbd8f90d04
So.Ca.Bat soc carquefolienne bâtiment;Nantes;"4,9";163;06 72 62 97 38;contact@etre-visible.local.fr;https://www.so-ca-bat-44.fr/;"9 Av. des Châtaigniers, 44470 Carquefou";44470;0x4805f044d1f4d267:0x378d002d3608229b
RS2M Bâtiment;Nantes;"5,0";14;06 82 50 91 74;contact@rs2mbatiment.fr;https://www.rs2mbatiment.fr/;;;0x899a11c01c3ca3db:0xf8d996017fcea9bb
Easychantier devis travaux Nantes;Nantes;"5,0";26;06 33 28 99 97;guillaume.bernard@easychantier.fr;http://www.easychantier.fr/;"15 Rue de la Maison Neuve, 44700 Orvault";44700;0x4805edf549efe239:0x44dffeab3c24f02f
Agence Socorebat;Nantes;"4,1";26;06 02 13 38 48;socorebat44@outlook.fr;https://socorebat-44.com/;"24 Chem. des Bateliers, 44300 Nantes";44300;0x4805ef66e3e0ee07:0x486c8837a507956
COSTA Entreprise générale du bâtiment;Nantes;"4,7";26;02 40 36 06 06;contact@costa-expert.com;http://www.costa-expert.fr/;"61 Rue Firmin Colas, 44100 Nantes";44100;0x4805ec822efe1d81:0xc884d65263a09969
La Maison Des Travaux;Nantes;"4,9";78;06 60 62 05 84;contact@lamaisondestravaux.com;https://nantes-centre.lamaisondestravaux.com/;"8 Quai Henri Barbusse, 44000 Nantes";44000;0x4805eeb0a75723fd:0x226e49f27cb1427f
ACM CONSTRUCTION MACONNERIE;Nantes;"5,0";10;02 40 73 93 96;contact@acmdivatte.fr;https://acmdivatte.fr/;"6 Bis rue de L'industrie - La Chapelle Basse Mer, 44450 Divatte-sur-Loire";44450;0x4805e2b3ac3d77b5:0x5f1e68f69bb49792
Maçonnerie Orvaltaise;Nantes;"4,5";18;06 31 82 89 82;jp.foix@orange.fr;https://www.foix-tp.com/;"18 Rue de la Madone, 44700 Orvault";44700;0x4805ed0368543b0b:0xcf5b419e93af07a5
Doceul Hugues;Nantes;"5,0";28;06 51 84 16 75;doceulhugues@gmail.com;http://www.doceul-maconnerie.fr/;"2 Chem. de la Briancelière, 44700 Orvault";44700;0x4805949c5952e4e5:0xe1e746c25c003205
AIT SAID Travaux de maçonnerie générale;Montpellier;"4,9";18;07 55 08 74 11;aitsaidbtp@gmail.com;http://www.aitsaidbtp.fr/;;;0x2ff8818b2f48884f:0xca71e0bc2866f54b
A.M.B.a.T;Montpellier;"4,4";46;06 63 23 66 33;contact@ambat-renovation.fr;https://ambat-renovation.fr/;"260 Av. du Mondial de Rugby 2007, 34070 Montpellier";34070;0x12b6af04cfc5e54f:0x852017cd2ec95a54
MYPROBAT - Construction & Rénovation - Montpellier;Montpellier;"4,9";33;07 50 71 73 10;contact@myprobat.fr;https://www.myprobat.fr/;"53 Rte de Lodève, 34080 Montpellier";34080;0x12b6aff0e2df3893:0x272dddb6a1a665af
4S Rénovation;Montpellier;"4,8";18;04 67 64 73 90;4srenovation.34@gmail.com;https://www.4srenovation.fr/;"88 Rue Lazare Ponticelli, 34070 Montpellier";34070;0x12b6afb8bde15217:0x8e1d2ac35f9175d2
Sam Renovation;Montpellier;"4,6";28;04 67 50 08 00;contact@samrenovation.fr;http://www.samrenovation.fr/;"494 Rue de la Jasse de Maurin, 34070 Montpellier";34070;0x12b6ae6929df8093:0x44c077397091add3
AT Construction;Montpellier;"4,9";17;06 29 72 51 38;a.tconstruction@outlook.fr;https://atconstruction.fr/;"784 Rue de la Croix de Lavit, 34090 Montpellier";34090;0x6ca1ca21b404230d:0xd07d6d10ae5253ac
MTS CONSTRUCTIONS;Montpellier;"5,0";29;06 51 47 27 51;mtsconstructions34@gmail.com;https://mtsconstructions.fr/;"53 Rte de Lodève, 34070 Montpellier";34070;0x12b6af9628c85f85:0xd859669dd7206cd3
POOL-CONSTRUCTION34;Montpellier;"4,8";21;06 21 96 19 42;poolconstruction34@gmail.com;https://poolconstruction34.fr/;"6bis Bd Berthelot, 34000 Montpellier";34000;0x48459f83b4e7f2d3:0xc31638afb7f34f37
ATELIER RÉNOVATION MONTPELLIER - Rénovation Générale Tous Corps d’Etat;Montpellier;"4,8";35;07 84 97 72 27;atelier.renov@hotmail.com;https://montpellier-travaux-renovation.fr/;"128 Rue Emile Julien, 34070 Montpellier";34070;0x12b6af3dbbe2c7e5:0x21754460d827449b
GMT Maçonnerie;Montpellier;"4,8";20;07 70 81 22 68;gmtmaconnerie@gmail.com;https://www.facebook.com/profile.php?id=100086378300666;"17 Rue des Écoles, 34660 Cournonsec";34660;0x12b6af87681f032d:0xfe742131cc86fd0d
PROTECH CONSTRUCTION;Montpellier;"4,8";26;06 50 65 53 77;mohakacem6@gmail.com;https://protech-constructions.com/;"84 Rue Maurice Béjart, 34080 Montpellier";34080;0x12b6af659f97dcf3:0xfb4553f6aeb2c58c
