Nom;Ville;Note Google;Nombre d'avis;Téléphone;Email;Site Web;Adresse;Code Postal;Place ID
Impulse Event Paris;Paris;"5,0";107;06 58 89 36 84;contact.impulse.paris@gmail.com;https://impulse-paris.com/;"15 Rue Moussorgski, 75018 Paris";75018;0x47e66f274d749bf9:0xf6becc1c1c379edd
LoL Evènements;Paris;"4,9";243;07 78 68 99 37;lolevenements@gmail.com;https://lolevenements.fr/;"3 Rue Bleue, 75009 Paris";75009;0x47e66e153816566f:0x86b527a980050e8d
Amazing Events Paris - Organisation d'événements d’exception;Paris;"5,0";26;06 60 20 06 10;contact@amazingeventsparis.com;https://amazingeventsparis.com/;"161 Bd Voltaire, 75011 Paris";75011;0x47e67352d830db73:0x3fb1d8f84c495b89
DJ Paris BeautifulDJ;Paris;"5,0";13;06 98 58 95 27;contact@dj-animation.paris;https://www.dj-animation.paris/;"29 Rue Coquillière, 75001 Paris";75001;0x47e66f66ed1e35d9:0x6c9e95d7b5469551
Proposal Paris;Paris;"5,0";83;;contact@proposalparis.com;http://proposalparis.com/;"104 Rue Réaumur, 75002 Paris";75002;0x47e66fd39dacb79b:0xdc3280606e330d45
D DAY Wedding Planner Paris;Paris;"5,0";11;06 76 36 19 16;elodie@organisation-dday.com;https://organisation-dday.com/wedding-planner-paris/;"14 Rue Planchat, 75020 Paris";75020;0x47e6738ab21cba5f:0xa0debadd9c3a7278
Domeric Planner;Paris;"5,0";67;07 62 18 90 24;contact@domericplanner.com;https://www.domericplanner.com/;"118 Av. Jean Jaurès, 75019 Paris";75019;0x47e5e588bfe15f09:0x3f8c5563a3d2e14f
DJ Crystal Events;Paris;"5,0";45;06 63 66 22 55;djcrystalpro@gmail.com;http://www.dj-crystal.com/;"14 Rue Charles V, 75004 Paris";75004;0x47e671d88cbfe251:0x43cab3e5831f0089
Perles d'émotions - Wedding Planner Paris;Paris;"4,8";58;06 01 26 72 18;contact@perlesdemotions.com;https://perlesdemotions.com/;"14 Av. de l'Opéra, 75001 Paris";75001;0x47e6726be386e221:0x755ee7104b981443
Agence LB;Paris;"5,0";32;;hello@agencelb.fr;http://www.agencelb.fr/;"10 Rue de Penthièvre, 75008 Paris";75008;0x47e671608bc7f1e3:0xe46b05221d0b3185
"Organsa Luxury Wedding Planner Paris - France, Europe";Paris;"4,7";48;06 48 46 18 78;contact@organsa-event.com;https://organsa-event.com/;"102 Av. des Champs-Élysées, 75008 Paris";75008;0x47e677a6dd306619:0xe2c5837d22226b4b
Maison M&J Wedding;Paris;"5,0";12;06 18 65 48 44;marine@maisonmj.com;https://www.maisonmj.com/;"72 Av. Kléber, 75116 Paris";75116;0x4b7f7438dbf4b65d:0x4d10aa0016ff5067
La Fileuse d'Orties Wedding Planner Paris;Paris;"4,9";27;06 34 48 58 79;contact@lafileusedorties.com;https://www.lafileusedorties.com/wedding-planner-paris;"15 Bd Henri IV, 75004 Paris";75004;0x47e66fb197bc5555:0xcecaf89ff3bf38ec
Dream Wedding DJ- Benja & Helmi Events planning;Marseille;"5,0";103;06 51 16 27 65;contact@dream-wedding.fr;http://dream-wedding.fr/;"Rue Jean Queillau, 13014 Marseille";13014;0x12c98d45967a2f7f:0xea59f74ddd9e35ab
NOY EVENTS MARSEILLE;Marseille;"5,0";195;06 52 85 85 25;noyeventsmarseille@gmail.com;https://www.noyevents.fr/;"5 Av. Gracieuse, 13013 Marseille";13013;0x12c9bfea26ba3b87:0x63fc7235843006a2
"💿 Alvyn Kaplan music 🎧 Private party, Wedding & Events DJ AK / Animation DJ mariage & événementiel";Marseille;"4,8";76;06 51 30 20 29;alvynkaplan.music@gmail.com;https://www.alvynkaplan-music.fr/;;;0x12c9b8856b20f50d:0x71ec7d4aa400a42c
Sweet Life Events - Wedding & Events planner à Marseille;Marseille;"5,0";18;06 78 78 94 99;sweetlifeevents.am@gmail.com;https://sweet-life-events.com/;"Chem. de Party, 13013 Marseille";13013;0x12c9bfb37bfd2425:0x3b0e2b2a231419ff
DJ Lord Library pour Mariage Événementiel Séminaire Anniversaire & More !;Marseille;"5,0";18;06 78 78 94 99;sweetlifeevents.am@gmail.com;https://sweet-life-events.com/;"Chem. de Party, 13013 Marseille";13013;0x4fa4a9e2b7206e57:0x178dfb172e65b44d
Sound Light Events;Marseille;"5,0";18;06 78 78 94 99;sweetlifeevents.am@gmail.com;https://sweet-life-events.com/;"Chem. de Party, 13013 Marseille";13013;0x12c9bfcc5acbbb07:0x66e8df188f865106
Décibel Event's;Lyon;"4,9";160;06 48 75 59 50;db.evenement@gmail.com;https://dj-lyon-evenement.fr/;"10 Rue de la Métallurgie, 69003 Lyon";69003;0x47f48611eb9f41dd:0x8d7044774acebf1f
Enjoy Évènements Lyon - Wedding Planner - Officiante cérémonie laïque;Lyon;"4,9";54;06 74 23 23 79;contact@enjoy-evenements.fr;https://enjoy-evenements.fr/;"132 Av. Berthelot, 69007 Lyon";69007;0x47f4c03053465289:0x24c8cdcac15b6efb
D DAY WEDDING PLANNER LYON;Lyon;"5,0";156;06 58 64 69 80;elodie@organisation-dday.com;http://organisation-dday.com/;"32 Rue du Président Édouard Herriot, 69001 Lyon";69001;0x47f4eaff23ded435:0x753fcb9c176b3d31
KEY DES ARTISTES;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4ea89913bf80b:0xba786647f391a88f
Joy Events;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x3c170f9287c1cef:0x69f2ee2873e2890d
"DJ Replay Lyon | DJ Mariage, Événement & Entreprise";Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4ea722bebc87f:0x4838bfc8ac69abf5
T&C Event;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4ebb06a79b3af:0xcfda2ab3c103cddc
AlloPop - Groupe & DJ pour Mariages et soirées;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4ebb5e8925903:0x5d372368100064f6
MD Events;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4ea32c3c105d1:0x6c1db1ab4c7ff393
DJ Pro event's à Lyon | DJ Mariage Lyon;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4ea48df5ee7e7:0xc4483322cbfbe1e6
𝗗𝗷𝗲𝘁𝘁𝗲 𝗡𝗮𝘄 (Nawel) - DJ Femme Mariage Lyon | Musique Orientale et Occidentale;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4c1a71569ea57:0x60bf85ebaffcac54
DJO Booking;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4eb04e5467c67:0xf215f73370d51bac
Les Moments M - Wedding & Event Planner;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4eb6fb1319841:0xe41de95075e71d4c
Agence événementielle Productions Rino Baldi;Lyon;"4,9";157;04 72 37 99 71;contact@keydesartistes.fr;http://www.keydesartistes.fr/;"200 Rue André Philip, 69003 Lyon";69003;0x47f4c23b27c7a5ed:0x1d8c5a77e6528f65
Daylove Event - Wedding planner;Lyon;"5,0";13;06 09 49 85 49;contact@dayloveevent.com;https://dayloveevent.com/;"15 Rue des Archers, 69002 Lyon";69002;0x47f4ea54805edcfd:0xbb627de562dd6c2d
Narjès Leloup I Wedding Planner Marrakech;Lyon;"4,8";25;06 89 12 61 67;contact@agence-lafabric.com;http://www.agence-lafabric.com/;"12 Rue Justin Godart, 69004 Lyon";69004;0x47f4eae38252b7d9:0xa019ce0e0aa44e0f
Love is all Events - Wedding Planner Lyon;Lyon;"5,0";29;07 61 42 67 77;contact@loveisall-events.com;http://loveisall-events.com/;"5 Pl. de la Bascule, 69440 Taluyers";69440;0x47f4e5776b47f983:0xef22bcf6afdd77a6
Love & Song;Lyon;"5,0";112;06 20 97 54 05;loveandsong.lyon@gmail.com;https://www.love-and-song.com/;"25 Rue de l'Abondance, 69003 Lyon";69003;0x47f4ea687fa1c4e9:0x2c8be97e9a03f60b
l'Esprit Gramophone;Lyon;"4,8";26;06 26 04 50 04;contact.lespritgramophone@gmail.com;https://www.lespritgramophone.fr/;"41 Rue Pernon, 69004 Lyon";69004;0xb4c8e6d1382e30f:0x173b02287ce16c6c
Delvia – Agence événementielle d’entreprise à Lyon;Lyon;"5,0";11;06 24 34 94 19;contact@delvia.fr;https://delvia.fr/?utm_source=google&utm_medium=gbp;"19 Rue Fournet, 69006 Lyon";69006;0x60272bc1385f4c47:0xea92399644234f30
Agence événementielle Colette;Lyon;"4,9";29;04 28 29 49 84;contact@colette-evenementiel.fr;https://agence-evenementielle-colette.fr/;"16 Rue Cuvier, 69006 Lyon";69006;0x86791e243fe9cd37:0x5f7ee6fc63dba681
Event Yours;Lyon;"4,8";24;06 24 98 50 76;fabien@event-yours.fr;http://www.event-yours.fr/;"193 Chem. de Crepan, 38540 Heyrieux";38540;0x47f4c71cb1ce68ef:0x5743f0d82fda239c
Azoka Agence évènementielle;Lyon;"5,0";59;04 82 53 75 72;contact@azoka.fr;http://www.azoka.fr/;"15 Quai Tilsitt, 69002 Lyon";69002;0x47f4eb0c6470068f:0xf343a25b513d4cf9
PUR BONHEUR WEDDING PLANNER;Lyon;"4,8";33;06 34 43 56 26;charlene@purbonheurmariage.fr;https://www.purbonheurmariage.fr/;"35 Rue René Leynaud, 69001 Lyon";69001;0x47f4eb20bd3ecdcb:0x63a7975311ead541
Alexandre Pianiste & DJ;Lyon;"5,0";182;06 61 07 75 40;contact@alexandrepianiste.com;https://www.alexandrepianiste.com/;"9 Rue Marcel Teppaz, 69007 Lyon";69007;0x47f4ea6f9c8ce615:0x834e2e9e30fb8de
Dionysos Events;Lyon;"5,0";23;06 25 19 70 54;contact@dionysosevents.com;https://www.dionysosevents.com/;"65 Chem. de la Combe aux Loups, 69330 Meyzieu";69330;0xaf33b125d4c43a61:0x6129f42449964463
Cet' Events;Lyon;"5,0";28;06 79 65 01 24;contact@cet-events.com;https://www.cet-events.com/home;"24 Rue Louis Loucheur, 69009 Lyon";69009;0x47f4eb95454fb36b:0x300c47a1dc9b9147
MDWP by events;Lyon;"5,0";40;06 65 20 87 87;contact@mdwp.fr;http://mdwp.fr/;"286 All. des Sports, 69290 Craponne";69290;0x47f4ed713b6ca6c5:0xdb7732623c31adf1
Event's Fly by Steph - Compositions florales & Location de matériel;Lyon;"5,0";10;06 95 15 12 23;eventsflybysteph@gmail.com;https://eventsfly.fr/;"Av. Paul Santy, 69008 Lyon";69008;0x47f4c1fdf3b921a9:0xa6b9fd343080e9ac
DAVE ELEKTRA SOUNDS & LIGHTS;Lyon;"5,0";95;07 49 20 55 01;contact@dave-elektra.com;https://www.dave-elektra.com/;"254 Rue Vendôme, 69003 Lyon";69003;0x47f4d33b94160775:0xbef84dce9265410f
BESS EVENT - Technique & Agence à Lyon;Lyon;"5,0";34;06 63 97 32 30;sebastien@bess-event.fr;https://bess-event.fr/;"7 Av. de Montmartin, 69960 Corbas";69960;0x47f4d42277830e4f:0x4be58ddff365aad5
O2M EVENTS;Lyon;"5,0";112;06 17 86 12 64;o2mevents@gmail.com;http://www.o2mevents.fr/;"26 Av. de Verdun, 69530 Brignais";69530;0x47f4ef3319bcd383:0x61e5a7cd47ad2d4
French Riviera Parties - Luxury Event Management Agency - Concierge Services - Events Staffing & Hospitality;Nice;"4,9";47;07 81 55 27 76;contact@frenchrivieraparties.com;http://frenchrivieraparties.com/;"8 Rue Chauvain, 06000 Nice";06000;0x12cdd1396703a609:0x86a1a0e0c77312f2
KS For Your Events;Nice;"5,0";35;06 79 07 44 52;contact@ks-foryourevents.com;https://www.ks-foryourevents.com/;"20 Rue Jean Canavèse, 06100 Nice";06100;0x12cdcfeafe0640dd:0x96f6035dcca4f5ff
SKIZIK EVENTS;Nice;"4,9";32;06 21 70 04 56;djmrj06@gmail.com;https://www.skizikevents.com/;"12 Cor André de Joly, 06300 Nice";06300;0x12cddbdad056ab07:0x2707c56c150bb594
Ladybird Events;Nice;"5,0";19;06 14 27 21 82;acezanne.ladybird@gmail.com;http://www.ladybird-events.com/;"12 Rue Defly, 06000 Nice";06000;0xa28e2c3384620b39:0x991128ff064188e4
Miss Twiga Events - Wedding Planner à Nice;Nice;"5,0";12;06 01 26 68 09;contact@misstwigaevents.com;https://www.misstwigaevents.com/;"4 Av. du Mont Alban, 06300 Nice";06300;0x12cddb26695af5ad:0x86213daef5cd14b0
D Day Wedding Planner Nice;Nice;"5,0";13;06 58 62 37 67;elodie@organisation-dday.com;https://organisation-dday.com/wedding-planner/cote-dazur-nice;"3 Rue Caroline, 06100 Nice";06100;0x12cdcf50dbc161a3:0x94ebd6ac8c36246b
Mister Prod - Production Evénementielle;Nice;"5,0";11;06 09 62 35 22;greg@misterprod.com;http://www.misterprod.com/;"35 Av. Pierre Emmanuel, 06000 Nice";06000;0x12cdd02305855555:0x4c92b38359906717
By Mademoiselle B;Nice;"5,0";14;07 56 81 67 57;contact@bymademoiselleb.com;https://www.bymademoiselleb.com/;"Villa Adriana, 1 Bis Av. Cap-de-Croix, 06100 Nice";06100;0x6e3e41f649dfb3ed:0x7bc300bdd82d65e4
Lili Events;Nice;"4,8";38;06 25 26 37 53;contact@lili-events.com;http://www.lili-events.com/;"4 Chem. des Trois Pins, 06800 Cagnes-sur-Mer";06800;0x12cc2b6bca9b04cb:0xd171351db2c16a78
Agence événementielle Nice - INNOV'events;Nice;"4,9";41;09 67 71 73 13;nice@innov-events.fr;https://www.agence-evenementielle-innovevents.fr/reseau-evenementiel/nice/;"60 Rue Yves Klein, 06480 La Colle-sur-Loup";06480;0x12cddb1dcab132a3:0x64c7af66277b046a
Flanker DJ;Nice;"5,0";11;06 26 94 94 29;contact@flankerdj.com;http://www.flankerdj.com/;"Les mésanges, 133 Av. Sainte-Marguerite, 06200 Nice";06200;0x12cdd1a78b4af29f:0xa550464e13df5ac2
"FK Events Riviera : Dj Mariage, Anniversaire, Corporate 06 Nice et 83 , Alpes-Maritimes, Var et Monaco";Nice;"5,0";20;06 33 56 36 95;fkeventsriviera@gmail.com;https://fkeventsriviera.com/;;;0x6526e0834cd6a0e9:0x48c55faea276b43a
Native Spaces;Nice;"5,0";37;07 44 09 76 33;contact@native-spaces.com;http://native-spaces.com/;"3 Rue Cronstadt, 06000 Nice";06000;0x12cdd1eaab4ddfe3:0xd296512ee221ed78
KARMA EVENT - Le Strolling BanD/DJ d'exception;Nice;"5,0";115;06 16 67 63 43;contactkarmagroupe@gmail.com;https://www.karmagroupe.com/;;;0x4db11859938396cf:0x2ce93bbbd21ac66e
"LConciergerie - Event et Wedding planner - privés, professionnels, mariages";Nice;"5,0";11;06 10 77 56 57;lconciergerie@outlook.fr;https://events.lconciergerie-nice.com/;"6 Rue Emma et Philippe Tiranty, 06000 Nice";06000;0xcb36c0bfe20aa19:0x7876280bb54532d8
Gustavo Averbuj - Wedding Planner;Nice;"4,3";16;07 88 44 99 10;gustavo@ga-eventcreator.com;http://www.ga-eventcreator.com/;"61 Rte de Grenoble local 31, 06200 Nice";06200;0x12cdd197eecc0c77:0x58b46b0278fdda9f
Agence événementielle Belletane;Nice;"5,0";19;04 93 84 82 39;jvalla@belletane.fr;http://www.belletane.fr/;"L'oliveraie, 655 Rte de Bellet, 06200 Nice";06200;0x12cdcfc229dcc061:0x2f19670226ed50cd
LA PLANETA STUDIO — Curatela Sensorial • Brand Experience;Nice;"5,0";12;04 22 13 12 14;bonjour@laplaneta.fr;https://www.laplaneta.fr/;;;0x12cdd0fe0098e17f:0x25d53bde7d679d37
DJ Master Matt - DJ anniversaire DJ mariage Antibes Cannes Monaco Mougins;Nice;"5,0";17;06 61 86 58 07;djmastermattpro@gmail.com;https://djmastermatt.fr/;;;0x8a9c15c8b7663921:0x6f140bddeebdd99b
Azur Events Alpes Maritimes (06);Nice;"5,0";27;06 66 54 35 57;ayadmickael@yahoo.fr;https://www.dj-mike-e.fr/;;;0x255e7251c0126fe9:0x67277284f8b0051c
Unik by MC;Nice;"5,0";47;06 21 62 64 33;unik.by.mc@gmail.com;https://www.unikbymc.com/;"604 Av. Georges Pompidou, 06110 Le Cannet";06110;0x12ce83ffc29dae85:0x4a23389b7b462791
Mariage à votre image;Nice;"4,9";55;06 66 52 86 73;contact@mariage-a-votre-image.com;http://mariage-a-votre-image.com/;"1 Pl. Massena, 06000 Nice";06000;0x12cddaa141387a87:0x1ea2a8ba03165f30
D Day Wedding Planner Loire Atlantique & Vendée;Nantes;"4,8";39;06 04 16 99 29;elodie@organisation-dday.com;https://organisation-dday.com/wedding-planner-nantes/;"28 Bd Auguste Pageot, 44000 Nantes";44000;0x4805ef224c6816bd:0x359426535527204e
"LikeAndDream - Like & Dream Events | officiantes de cérémonie, décoratrices, mariages, événementiel entreprise";Nantes;"5,0";16;06 21 10 65 92;likeanddream@gmail.com;https://likeanddream.fr/;"Rue du Marquis de Dion, 44470 Carquefou";44470;0x4805f1f224e333f9:0x8d9ff042e6597f98
DeepMusic Event;Nantes;"5,0";24;06 33 94 58 64;deepmusic.event@gmail.com;http://www.deepmusic-event.com/;"Avenue Joseph Ravanel, 44200 Nantes";44200;0x4805e9325671c375:0x88e693370f6b60c6
Wedding Planner Nantes - L'Art du Bonheur;Nantes;"5,0";34;06 01 49 54 53;contact@lartdubonheur.fr;http://lartdubonheur.fr/;"3 Mail Pablo Picasso, 44000 Nantes";44000;0x4805eec67e11a11d:0x6c2f533ea7fd38ca
Cérémonie In Love - Officiante de cérémonie Nantes;Nantes;"5,0";60;07 64 01 41 82;josephine@ceremonieinlove.fr;https://www.ceremonieinlove.fr/;"1 Rue de Vallet, 44400 Rezé";44400;0x4805eb37ef308c13:0x16142a636e211e28
Agence Passionnément;Nantes;"4,9";30;09 71 51 63 94;contact@agence-passionnement.com;http://www.agence-passionnement.com/;"2 Rue du 6 Juin 1944, 44240 La Chapelle-sur-Erdre";44240;0x4805f1ef6cab0375:0x3ef37aef0b0c3847
Thebest Event's;Nantes;"5,0";16;06 68 98 28 89;info@thebestevents.fr;http://www.thebestevents.fr/;"17 Bd de Berlin, 44000 Nantes";44000;0x4805eea4757bffff:0x7c3dfeb1f8c888e7
Happy Wedding Events;Nantes;"4,7";61;06 60 10 70 57;contact@happywedding-events.com;http://www.happywedding-events.com/;"2 Rue Lorette de la Refoulais, 44000 Nantes";44000;0x4805eea5db6a27ed:0x7e8bd52f46ad972e
QUATRE SAISONS MARIAGE - Sérénité. Élégance. Émotion. - Nantes. Île de Ré. Paris.;Nantes;"4,9";32;06 15 38 37 45;contact@quatresaisons-mariage.com;http://www.quatresaisons-mariage.com/;"1 Rue Suffren, 44000 Nantes";44000;0x4805ed42ae4e5637:0xbfe030e07fa3c78d
Rosa Event Design - Décoratrice et Wedding design Nantes;Nantes;"5,0";28;06 75 14 89 00;tony@ruraweb.fr;https://www.rosa-eventdesign.com/;"10 Rue du Phare de Port-Louis, 44300 Nantes";44300;0x480593399c750423:0x7361206a064de2a3
Jardin d'Event;Nantes;"5,0";26;06 17 67 97 47;contact@jardindevent.fr;https://www.jardindevent.fr/;"11 Pl. du Calvaire, 44120 Vertou";44120;0xefdb6318bebf1b3:0x62929bcccba67b8d
Sonori-Peps;Nantes;"5,0";22;;simonlesouef@gmail.com;http://sonori-peps.fr/;"11 Rue de la Petite Sensive, 44300 Nantes";44300;0x4805ee7443996f63:0x22a04ed6d21b84f
ÉTÉ 82 - Location de décoration à Nantes - mariage - anniversaire - baptême - séminaire - conférence;Nantes;"5,0";26;06 68 51 40 83;contact@ete-82.com;https://ete-82.com/;"234 Bd Robert Schuman, 44300 Nantes";44300;0x6afcc8fc3317fc2f:0xa3fbe814b9bce3fa
Up! évènements;Nantes;"4,1";28;06 74 09 83 21;contact@up-evenements.com;https://www.up-evenements.com/;"3 Imp. Saint-Pierre, 44450 Divatte-sur-Loire";44450;0x4805e2c528ea3d99:0xdabae0290bf2b9a4
"DJ BleX Entertainment - Mariages Anniversaires Soirées (Nantes, La Roche-sur-yon, Vannes, Cholet, Rennes et alentours)";Nantes;"5,0";26;06 80 54 14 45;djblex@djblex-entertainment.com;https://www.djblex-entertainment.com/;;;0x4805efeca6699f27:0x14a869c9e930a8fc
Ô Bonheur des Dames / The Panache;Nantes;"4,7";97;07 81 20 76 57;contact@obonheurdesdames.com;http://www.obonheurdesdames.com/;"1058 Grandonneau, 44240 Sucé-sur-Erdre";44240;0x480ed93778aac787:0xbbb6506b04a3a030
Barb'n zik Dj & Animateurs;Nantes;"5,0";227;07 70 56 65 19;barbnzik@gmail.com;https://barbnzik.fr/;"3 Rue des Frênes, 44160 Sainte-Anne-sur-Brivet";44160;0x480f81273ace2be9:0x369b78184c67194
DJ MARIAGE VENDÉE - SONORISATYON85;Nantes;"4,9";158;02 52 43 07 00;contact@sonorisatyon85.com;http://www.sonorisatyon85.com/;"8 Rue René Coty, 85000 La Roche-sur-Yon";85000;0x480425621649b607:0x866a6d14baba264d
SonoConcept 56;Nantes;"5,0";183;06 69 28 20 11;contact@sonoconcept-56.com;http://www.sonoconcept-56.com/;"25 Rue Alexis Léguillon, 56000 Vannes";56000;0x48101e8a0d984d19:0x8c5b79d958177b98
Public Evènements - Prestataire Audiovisuel à Nantes;Nantes;"4,4";14;06 17 16 73 20;info@public-evenements.com;https://www.public-evenements.com/;"22 Rue des Frères Rousseau, 44860 Saint-Aignan-Grandlieu";44860;0x4805c03a5374fdb9:0x3029e8e0c551245c
Dyna'Mic - Organisation et animation d'événements Pays de la Loire;Nantes;"5,0";13;06 22 78 58 22;contact@infoconception.fr;https://www.dyna-mic.fr/;"16 Rue Griffon, 49660 Torfou";49660;0x48066e6bf06b9c99:0xf85f12a9548cf24d
ORGANISONS - Son / Éclairage / Vidéo / Mobilier / DJ - La Rochelle;Nantes;"5,0";102;06 45 25 97 47;emeraude.moinard@hotmail.com;https://organi-sons.fr/;"Av. de Paris, 17000 La Rochelle";17000;0x48015379f075c61f:0x7c2cf88834d0191c
DJ concept;Nantes;"4,9";62;02 23 16 43 38;contact@djconcept.fr;https://dj-concept.fr/;"La nicaisiere, 35270 Lourmais";35270;0x480e9518ede30095:0x553f700e77ca96e7
Laser Night;Nantes;"4,9";70;07 87 00 28 63;contact@laser-night.fr;http://www.laser-night.fr/;"19 maison Neuve, 35850 Gévezé";35850;0x480ee6ebd66073dd:0x6416f544dee23f1e
Chemin Rouge Évènements;Nantes;"4,9";25;06 19 48 22 08;08contact@cheminrouge.com;https://www.cheminrouge.com/;"24 Chem. Rouge, 17620 Saint-Agnant";17620;0x4146de4af971771b:0x25dc3bf6b4c3742a
Dimfeel Events I Dj & Musiciens I Event planner;Montpellier;"4,9";65;06 61 21 15 55;dimfeel@gmail.com;https://dimfeel.com/;"6 Avenue des Vignerons, 34540 Balaruc-le-Vieux";34540;0x12b1359777dba957:0x518d546b67b550ee
Wedding Planner Montpellier - Glam Events - Organisation de mariages & grands événements;Montpellier;"4,8";42;06 68 51 97 91;contact@glamourevents.fr;https://glamourevents.fr/;"4 Rue Gaston Baissette, 34830 Jacou";34830;0x12b6a73110b03e6b:0xb44b5c2a6a6f01d
SO&CO EVENTS & LOVE;Montpellier;"5,0";46;06 13 04 93 14;soandcoeventlove@gmail.com;https://soandcomariage.com/;"1025 Rue Henri Becquerel, 10 Parc Club du Millénaire, 34000 Montpellier";34000;0x12b6a5cb350f1a35:0x1885f861e6e5bf9d
C'est le grand jour;Montpellier;"4,8";49;06 27 10 19 25;contact@cestlegrandjour.com;http://www.cestlegrandjour.com/;"35 Grand Rue Jean Moulin, 34000 Montpellier";34000;0x12b14be799dcde83:0x72ac5574ed19170a
