Nom;Ville;Note Google;Nombre d'avis;Téléphone;Email;Site Web;Adresse;Code Postal;Place ID
PROXICLIM dépannages et installations de climatisation à Marseille;Marseille;"4,9";91;09 50 93 05 12;marseille@proxiclim.com;http://www.proxiclim.fr/;"13190 Parc d'Activités de Fontvieille lot a2, 13190 Allauch";13190;0x12c9bdc156ae48e5:0xf4e7975e2965455d
CLIM CONSEILS 13;Marseille;"5,0";85;07 66 38 74 93;climconseils13@free.fr;https://www.climconseils13.fr/;"42 Rue Sainte-Famille, 13008 Marseille";13008;0x12c9b98aade71465:0x6e0f6493d3f81def
MARSEILLE CLIM - Split - Gainable - Ballon eau chaude - Vmc - PAC piscine;Marseille;"4,9";31;06 82 36 97 17;contact@marseille-clim.fr;https://www.marseille-clim.fr/;;;0x66002ab974dba703:0x4250e80ef009c8e1
Climotelec;Marseille;"4,7";71;04 91 49 49 49;climotelec@wanadoo.fr;http://climotelec.fr/;"29 Bd de la Méditerranée, 13015 Marseille";13015;0x12c9c045f50a6ab3:0x2d64001aea1b4e17
CLIMAT 26;Marseille;"4,9";576;06 03 99 29 97;contact@climat26.fr;https://www.climat26.fr/;"29 Rue Berlioz, 13006 Marseille";13006;0x12c9bf0064d1cb93:0xd1539c575a151e73
Froid climatisation service;Marseille;"5,0";25;06 75 57 83 27;froidcs13@gmail.com;https://www.froidclimatisationservice.fr/;"546 Bd Mireille Lauze, 13011 Marseille";13011;0x12c9bf40d8e2bb4f:0x3440e46a44a0ddb6
THERMO LOGIS;Marseille;"4,9";84;04 91 89 78 14;thermologis@neuf.fr;https://thermologis.com/?utm_source=gmb;;;0x12c9bed6140df8e7:0x5c10b06570315176
DSG CLIM 13;Marseille;"5,0";60;06 20 74 68 89;dsgclim13@gmail.com;https://dsgclim.com/;"83 Bd du Redon B11, 13009 Marseille";13009;0x25b12fc361963dfd:0xe77cf6a4001f921b
Pure Climatisation;Marseille;"5,0";18;07 68 86 27 28;pure.froid@gmail.com;https://pureclim.fr/;"30 Bd Buridan, 13013 Marseille";13013;0x12c9bfb052ed0023:0x4ac1b7e9ed868c94
Net Clim Marseille;Marseille;"4,5";11;06 36 33 38 30;recrutement@netclim.fr;http://www.netclim.fr/;"115 Av. Fernandel, 13012 Marseille";13012;0x12c9bef495e7d791:0x89a28ca5f4a3e4c3
Froid Clim Pro Services;Marseille;"4,7";14;06 22 65 96 88;contact@froid-clim-pro-services.fr;https://www.froid-clim-pro-services.fr/;"20 Rue Jorgi Reboul, 13015 Marseille";13015;0x12c9eb2f3a474093:0x750e397f04116f95
Climat 2001;Marseille;"5,0";10;09 50 93 05 12;marseille@proxiclim.com;https://www.proxiclim.fr/details-climat+2001+la+suite-24011.html;"42 Bd Icard, 13010 Marseille";13010;0x12c9bf352eccde25:0x82e9f7f2b378fc76
Clim Elec Automatisme;Marseille;"4,8";26;06 20 22 89 84;contact@clim-elec-automatisme.fr;https://clim-elec-automatisme.fr/;"30 Av. des Olives, 13013 Marseille";13013;0x12c9bf7609497b51:0xd9aeee6c136ef8e9
Clim Perfect;Lyon;"4,7";174;04 78 59 14 84;climperfect@outlook.com;http://www.climperfect.com/;"45 Rue Monge, 69100 Villeurbanne";69100;0x47f4c1a627bbc583:0xc1794a582aabe32c
Clim Confort;Lyon;"4,6";232;04 37 48 03 36;contact@clim-confort.fr;https://clim-confort.fr/;"23 Av. Maréchal Foch, 69006 Lyon";69006;0x47f4eb603cd04a43:0x4f8d5cf1fd3dad08
Clim EnR Lyon - Climatisation - Chauffage - Pompe à chaleur;Lyon;"4,7";78;04 28 29 63 83;contact@clim-enr.fr;http://clim-enr.fr/;"287 Rue Garibaldi, 69007 Lyon";69007;0x47f4eb547e159821:0x5377de6fb4ddee3c
Home Comfort Climatisation-Lyon;Lyon;"4,5";34;04 72 74 47 63;contact@home-comfort-climatisation.fr;https://home-comfort-climatisation.fr/;"63 Rue Garibaldi, 69006 Lyon";69006;0x47f4eb582e1b4a01:0xb9e0ce57809cd97d
Airclimeo - Installation Climatisation Lyon Rhône Alpes;Lyon;"4,9";84;04 74 36 81 45;laura.cocco@airclimeo.fr;http://www.airclimeo.com/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb;"5 Rue Fernand Pelloutier, 69200 Vénissieux";69200;0x47f4c2534340c4c5:0x4d2cd9940b52a2a5
Lyon Solaire Clim Chauffage | Pompe à chaleur & Rénovation globale | Photovoltaïque;Lyon;"4,8";117;04 82 29 76 53;standard@solaireclimchauffage.fr;https://rhone.solaireclimchauffage.fr/?utm_source=gmb&utm_medium=organic&utm_campaign=lyon;"8 Rue du Général Gouraud, 69008 Lyon";69008;0x47f4ebe3e2f8ac81:0x358393627cb504fe
CLIMA CONCEPT - Entreprise climatisation Lyon;Lyon;"5,0";61;06 22 45 25 94;contact@clima-concept.fr;https://clima-concept.fr/;"Parc Éco+, 1 Imp. du Baco, 69800 Saint-Priest";69800;0x47f4eb3ef2587d39:0xb760983483d9cfca
Easy Clim;Lyon;"4,8";163;06 33 07 48 91;easyclim@hotmail.fr;https://www.lyon-clim.fr/;"10 All. Moulin Berger, 69130 Écully";69130;0x47f494e37e687833:0x9a6d5b9cc09a00a9
Dépannage Climatisation Lyon;Lyon;"4,3";15;06 50 67 95 78;contact@depannage-climatisation-lyon.fr;https://depannage-climatisation-lyon.fr/;"22 Rue Notre Dame, 69006 Lyon";69006;0x47f4ebfc9b3a2681:0x331869c0bc0c744e
Atmeo;Lyon;"4,9";117;06 58 71 05 80;contact@atmeo.fr;https://www.atmeo.fr/;"31 bis Rue Villon, 69008 Lyon";69008;0x47f4eb38f276dfa3:0xe183611c8339563c
Terclimat;Lyon;"4,6";83;04 78 75 21 79;terclimat@orange.fr;https://terclimat.com/fr;"48 Chem. de la Vie Guerse, 69500 Bron";69500;0x47f4c1400fd3f423:0x7982f5b038f88bc0
Jc clim lyon;Lyon;"5,0";10;06 58 37 79 30;jc.climm@gmail.com;https://jcclim.fr/;"42 Rue Ravat, 69002 Lyon";69002;0x8066dd2e928d485f:0x77f9809a7b4b51f0
𝙂𝙄𝙉𝙀𝙍 𝘾𝙇𝙄𝙈𝘼𝙏𝙄𝙌𝙐𝙀;Lyon;"5,0";252;04 28 29 68 41;ginerclimatique@gmail.com;https://ginerclimatique.fr/;;;0x47f4c35ade6ddafb:0x9a329577dd25a259
NEWCLIM;Lyon;"4,4";76;04 87 91 48 87;contact@newclim.fr;http://www.newclim.fr/;"70 Cr Tolstoï, 69100 Villeurbanne";69100;0x47f4c1e29db41c05:0x86e87ddc1209d319
Lyon Solaire Clim Chauffage | Pompe à chaleur & Rénovation globale | Photovoltaïque;Lyon;"4,8";117;04 82 29 76 53;standard@solaireclimchauffage.fr;https://rhone.solaireclimchauffage.fr/?utm_source=gmb&utm_medium=organic&utm_campaign=lyon;"8 Rue du Général Gouraud, 69008 Lyon";69008;0x47f4e99130bf4f45:0x52a9064b96b4d8e4
IG CLIM CHAUFFAGE;Lyon;"5,0";32;06 50 19 49 81;contact@etre-visible.local.fr;https://ig-climchauffage.com/;;;0x880d9cedfefe4d7:0x7cfb5c0446a4d59e
Cozytherm Lyon 2 - Climatisation et pompe à chaleur Lyon;Lyon;"5,0";12;06 71 75 08 28;masullo.h@cozytherm.fr;https://cozytherm.fr/;"7 Rue Jarente, 69002 Lyon";69002;0x47f4eb7b51560b7f:0x7c1a34a6f46cfc8b
Fidé Clim;Lyon;"4,5";23;04 37 23 05 25;XD46R18OoGVmuQMtcKzC5hygdw0Y2T7xZLSbJNaf+ki-PsU@H.AeFjpl;https://www.fide-clim.fr/;"134 Chem. de Montray, 69110 Sainte-Foy-lès-Lyon";69110;0x47f4ebfd14de57eb:0xfd104b43b12519c7
Climaction;Lyon;"5,0";55;07 61 18 24 14;contact@climaction-lyon.fr;https://climaction-lyon.fr/;"29 Rue Ampère, 69680 Chassieu";69680;0x47f4c7c82f393c09:0xd0b8c0cf7edd695c
Rclimfroid;Lyon;"5,0";10;06 99 70 47 11;contact@plomberieclimatech.fr;http://www.plomberieclimatech.fr/;"37 Rue Genton, 69008 Lyon";69008;0x47f4c1e90e7d4ef9:0xc9b0a8f90b6d01b4
❄️️CLIM FRANCE ENERGIE🔥;Lyon;"5,0";79;06 65 22 71 67;contact@climfrance-energie.fr;http://www.climfrance-energie.fr/;"90 Av. de la Libération, 69330 Meyzieu";69330;0x47f4c75577ecd589:0x2f9d3e68ee10a768
Solea Climatisation Villeurbanne;Lyon;"5,0";20;04 84 50 74 69;solea.climatisation@gmail.com;https://climatisation-villeurbanne.fr/;"54 Rue Paul Verlaine, 69100 Villeurbanne";69100;0x47f4c1b96ec9367b:0xd549e061e146cde2
"CLIM T'AIR - PAC Air / Air, Climatisation 69 Rhône";Lyon;"5,0";46;06 52 19 86 55;climtair@gmail.com;https://www.climtair.fr/;"8 All. Frédéric Chopin, 69780 Saint-Pierre-de-Chandieu";69780;0x47f4c5ea8c86aa15:0xb71a503afbde6021
Clim Standing;Lyon;"4,3";19;04 78 91 59 02;climstanding@orange.fr;http://www.climreversible.com/?utm_source=gmb;"45 Rue Magenta, 69100 Villeurbanne";69100;0x47f4ea823876fc83:0xe55cfec1ddc69982
INT'AIRCLIMA - Installation de climatisation et pompe à chaleur air/eau;Lyon;"5,0";52;07 66 24 58 21;thomas.mouly@intairclima.fr;http://intairclima.fr/;"51 allée des quatre vents, 69580 Sathonay-Camp";69580;0x47f495b13779a9a3:0x1a8135b3b398b064
CLIMA CONCEPT;Lyon;"4,9";27;04 82 83 95 90;contact@clima-concept.fr;http://www.clima-concept.fr/;;;0x47f4ed2ecc3d1145:0x27a61c2b2e1ca93a
CLIMAFROID;Toulouse;"5,0";149;06 52 88 31 03;contact@climafroid31.fr;https://climafroid31.fr/;"4 Rue de Caulet, 31300 Toulouse";31300;0xfec67cfe785799:0x55e5dfbeae877aeb
Clim+ Toulouse : Climatisation - Ventilation - Chauffage;Toulouse;"4,6";64;05 34 60 26 05;TOULOUSE@CLIMPLUS.FR;https://www.climplus.com/infos-agence/toulouse-clim-4088;"12 Rue Sirven, 31100 Toulouse";31100;0x12aeba2a3e4748d9:0x11d55ca1736f676e
Thermo Clim;Toulouse;"4,8";266;05 61 48 67 84;thermoclim1@wanadoo.fr;https://thermo-clim.fr/;"19 Av. Prat Gimont, 31130 Balma";31130;0x12aebd2cbcf3de13:0x8c1b91de720c3ba6
"ClimKa - Climatisation, Installation, Maintenance et Dépannage Toulouse";Toulouse;"5,0";40;06 42 49 65 79;contact@climka.fr;https://www.facebook.com/climka.fr;"84 Chem. des Arnis, 31130 Balma";31130;0xe0bb8416e566869:0x9978171b7908b470
Climatisation Toulouse - ASAV;Toulouse;"4,7";48;05 34 60 53 53;ludo.asav@gmail.com;https://www.clim-toulouse.fr/;"265 Rte de Grenade, 31700 Blagnac";31700;0x12aea538b32c90b5:0xa6d002255f7aa14
S Clim Plombier Chauffagiste et Climatisation RGE;Toulouse;"5,0";31;07 82 37 33 45;contact@sclim.net;https://sclim.net/;"3 Rue de Zurich, 31200 Toulouse";31200;0x8adca621a9035a3f:0xfd4665eb0ef748f9
L.A.CLIM.FRIGORISTE;Toulouse;"4,9";21;06 35 35 22 44;contact@laclim-frigoriste.com;https://laclimfrigoriste-toulouse.fr/;"365 Rte de Seysses, 31100 Toulouse";31100;0x12aebb3da7ea816d:0xc3e4281f211cebdc
Gomes Énergies - Climatisation;Toulouse;"5,0";72;06 01 30 05 28;gomes.clim@gmail.com;https://www.gomes-energies.fr/;"47 Chemin de Canto-Laouzeto, 31100 Toulouse";31100;0x8821792493152e8b:0x3f1025e8d55e1477
Aspec Servigaz;Toulouse;"4,6";181;05 61 48 50 11;contact@aspecservigaz.fr;https://www.aspec-servigaz.fr/;"29 bis Bd de Genève, 31200 Toulouse";31200;0x12aebb39f6c1b6e9:0x52e08c16b9b89133
Saniup;Toulouse;"4,9";193;06 49 28 01 13;contact@saniup.fr;http://www.saniup.fr/;"6 Chem. du Roussimort, 31100 Toulouse";31100;0x12aebc688ee852c1:0x3704f7be3063343b
Feral 31;Toulouse;"4,5";84;05 61 11 45 06;feral31@gmail.com;http://www.feral31.fr/;"31 Rue Georges Ohnet, 31200 Toulouse";31200;0x12aea33a4149fde9:0xbd556f98b6ce88ac
"STME L'Union / Climatisation, Traitement de l’air, Automatisme - Installation, Dépannage, Entretien";Toulouse;"5,0";126;05 61 76 40 82;info@stme31.fr;http://www.stme31.fr/;"4 Rue d'Helios, 31240 L'Union";31240;0x12aea2c579235fbf:0x1a0b3e59b56500dd
Clim Sud;Toulouse;"5,0";38;05 61 73 97 11;contact@clim-sud.fr;https://clim-sud.fr/;"39 Chem. Fournolis, 31170 Tournefeuille";31170;0x62c837b456697af:0x2126287825b62e9a
"STME Toulouse / Climatisation, Traitement de l’air, Automatisme - Installation, Dépannage, Entretien";Toulouse;"4,8";14;05 61 76 40 82;info@stme31.fr;http://www.stme31.fr/;"5 Rte de Seysses, 31100 Toulouse";31100;0x405a03b53daffa09:0xb89dd7958df1bae9
RIVIERA CLIMATISATION NICE;Nice;"4,7";120;;contact@rivieraclimatisation.com;http://www.rivieraclimatisation.com/;"96 Anc. Chem. de la Lanterne, 06200 Nice";06200;0x12cdd1adeb970215:0x52aea0cb6689bc0
Experia;Nice;"4,9";212;06 59 55 17 46;experia.clim@gmail.com;http://www.experia-climatisation.fr/;"45 Bd de Cessole, 06100 Nice";06100;0x12cdcfe2cf7607db:0xb1df3f6ab184fb4c
ACLIMEO Climatisation Nice;Nice;"4,9";74;07 81 25 82 58;aclimeo@orange.fr;https://www.climatisation-nice.fr/;"6 Rue du Grand Pin, 06100 Nice";06100;0x12cdd01d4fd70269:0x3ac15d94d2e27b46
Nice Climatisation;Nice;"5,0";24;06 29 58 90 91;nice.climatisation@hotmail.fr;http://www.nice-clim.fr/;;;0x12cdce826fea30f5:0x61e15b0c188c716
Delta Clim;Nice;"4,9";13;04 93 13 02 23;contact@chauffage-climatisation-nice.fr;http://www.chauffage-climatisation-nice.fr/;"10 Rue Blacas, 06000 Nice";06000;0x12cddaa68336d0a9:0x7a94f9e9d095b16a
NPI Clim;Nice;"5,0";47;06 62 60 36 06;npi.clim@gmail.com;http://www.npi-climatisation.fr/?utm_source=gmb;"38 bis Bd Victor Hugo, 06000 Nice";06000;0x12cdd173b5404f9b:0x92a4a34ef73782a1
Les climaticiens du comté;Nice;"4,9";87;06 34 68 39 25;contact@climducomte.fr;http://www.clim-du-comte.fr/;"69 Rte de Saint-Pancrace, 06100 Nice";06100;0x12cdcf0f3e2396e5:0xab551e92084f04b1
Air Clim Service – Climatisation Nice;Nice;"5,0";111;06 74 41 17 39;gattiniremy@gmail.com;https://airclimservice.com/;"49 Bd Auguste Raynaud, 06100 Nice";06100;0x12cdcf0c3880b00d:0xb9d68eb88e95ef31
Erige;Nice;"4,9";74;04 93 80 78 79;contact@erige-enr.com;http://erige-enr.com/;"34 Rue de Lépante, 06000 Nice";06000;0x12cddaa90e0c5c6f:0x3df17b58779990cc
Clim'Elit;Nice;"4,8";23;04 93 52 62 12;climelit@orange.fr;http://www.facebook.com/ClimElit?utm_source=gmb;"95 Bd de Cessole, 06100 Nice";06100;0x12cdcfe47f7a201d:0x181282cbdd7867ca
Chauffage Clim Services;Nice;"4,9";53;04 93 85 27 73;climservicesnice@gmail.com;https://ccsnice.com/;"140 Bd de Cessole, 06100 Nice";06100;0x12cdcfe5bc39fa61:0x29fd1fc5f18f1c1b
Sun climatisation;Nice;"4,4";37;04 93 26 45 49;contact@sun-climatisation.com;http://sun-climatisation.com/;"38 bis Bd Victor Hugo C/O paradigm, 06000 Nice";06000;0x12cddac7129bde5f:0x4c84bd18948f3fa4
Home Solutions;Nice;"4,8";79;04 93 86 54 24;home-solutions@outlook.fr;https://homesolutions06.fr/?utm_source=gmb;"24 Rue Dabray, 06000 Nice";06000;0x12cdd1d206a2ead7:0x3dde10055cb681bd
F.S Plomberie & Climatisation;Nice;"4,9";35;04 92 12 16 95;contact@fsplomberie.fr;https://fsplomberie.fr/;"22 Rue Fodéré, 06300 Nice";06300;0x12cddbd71f184bcb:0xde42ffe1733bc449
PACA Dépanne Service Climatisation;Nice;"4,8";25;06 52 89 75 34;pacadepanneservices@gmail.com;https://clim-pacaservices.fr/fr/;"139 Bd Gambetta, 06000 Nice";06000;0x12cdd1d81bfcff97:0x4acd219d17f76eae
Eco-Clim;Nice;"5,0";11;06 09 90 93 10;ecoclim06100@gmail.com;https://www.facebook.com/profile.php?id=100089112278281;"112 Av. Henry Dunant, 06100 Nice";06100;0x24670a1af8ca0887:0x3bfc41cec85f49c3
Smart CVC;Nice;"5,0";24;07 66 84 62 62;contact@smart-cvc.fr;https://www.smart-cvc.fr/;"03 Bd Saint-Roch, 06300 Nice";06300;0x24e993731da03895:0x7f3f0e58f5f36006
Cleany Clim;Nice;"4,9";19;06 13 06 77 44;cleanyclim06@gmail.com;https://cleanyclim.fr/;;;0x8e7e0c9a763e1531:0x7b60bb1e4631ce55
Stéphane Durand - Frigoriste;Nice;"4,6";32;06 47 31 62 07;durandfrigoriste@gmail.com;https://durand-frigoriste.fr/;"220 Av. Sainte-Marguerite Batiment E1, 06200 Nice";06200;0x12cdd1de715c66c1:0xbb9e02b3d3d379
ECP 06 - Plomberie Chauffage Climatisation;Nice;"5,0";37;04 89 97 91 56;contact@ecp06.com;https://www.ecp06.com/;"6 bis Pl. Font du Temple, 06100 Nice";06100;0x12cdcf8cc73fb2d1:0xc80dfcc55059a099
Clim Energie Service;Nice;"4,9";130;06 61 69 62 05;cesnice06@gmail.com;https://climenergieservice06.com/;;;0x12cdd32da507f603:0x1a0033aedf3def2a
CHIKHAOUI SERVICES DEPANNAGE;Nice;"4,9";402;06 59 25 14 64;chikhaoui.service@gmail.com;https://chikhaouiservices.fr/;"148 Bd Gambetta, 06000 Nice";06000;0x6ff0069188489af1:0x28933428362f6294
THERMICONFORT;Nice;"4,8";191;04 92 29 19 92;contact@thermiconfort.com;https://www.thermiconfort.com/;"7 All. des Miroitiers, 06700 Saint-Laurent-du-Var";06700;0x12cdd10e608ea31b:0x9df4db9480dccada
System Gaz&Clim;Nice;"4,3";53;04 93 51 08 75;contact@systemgaz-06.com;https://www.systemgaz-06.fr/;"23 Av. Cyrille Besset, 06100 Nice";06100;0x12cdcffc2c613023:0x19e90df185119da4
CSE CLIMATISATION;Nice;"5,0";113;06 26 15 85 88;cse.climatisation@gmail.com;https://www.cseclimatisation.fr/;"465 Rte de la Baronne, 06700 Saint-Laurent-du-Var";06700;0x12cdd34dedd9d1d9:0x206114cdce3e4f35
GITHERM;Nice;"5,0";29;04 93 07 92 02;contact@githerm.fr;http://githerm.fr/;"109 Av. du Maréchal Lyautey, 06000 Nice";06000;0x12cdc54930da3863:0xa00aeee192755c1
Anvolia Siège Social;Nantes;"4,2";18;02 40 72 87 12;anvolia@anvolia.com;http://www.anvolia.com/;"8 Rue de Saintonge, 44240 La Chapelle-sur-Erdre";44240;0x4805f1e128e013b1:0xe0fcbd5f5762e105
Eco Solutions 44 - Climatisation & Pompe à chaleur Nantes;Nantes;"5,0";24;09 52 08 33 33;contact@eco-solutions-44.fr;https://eco-solutions-44.fr/;"13 Rue du Tisserand, 44800 Saint-Herblain";44800;0x480593e7c63c968d:0x497a20be31ac6de5
Secafi;Nantes;"4,8";24;02 40 30 27 18;adv@secaficlim.fr;http://secaficlimatisation.com/?utm_source=gmb;"19 Rue du Nouveau Bêle, 44470 Carquefou";44470;0x4805efe861d216ff:0xc914dc08927a3bda
ClimSud34;Montpellier;"4,8";359;06 95 09 03 66;contactcs34@gmail.com;http://www.climsud34.fr/;"48 Rue Claude Balbastre, 34070 Montpellier";34070;0x12b6ac1b66d070bb:0xe0f757b73fc509e7
Climacontrol;Montpellier;"4,9";254;06 82 82 34 34;contact@climacontrol.fr;http://www.climacontrol.fr/?utm_source=gmb;"92 Rte de Lattes, 34430 Saint-Jean-de-Védas";34430;0x12b6ae2a11b5c033:0x1f586dfe3a11d5e2
FROID SUD ENERGIE - Installation Climatisation & Pompe à Chaleur Montpellier;Montpellier;"4,7";213;09 70 46 84 58;martin@gmail.com;https://www.clim34.fr/;"17B Rue Albert Leenhardt, 34000 Montpellier";34000;0x12b6afa37ff6746b:0xa4ccf0c2c301295
